id,vina_info
1743,"(982, -7.361)"
2170,"(982, -7.361)"
3061,"(982, -7.361)"
3093,"(982, -7.361)"
3135,"(982, -7.361)"
1480,"(1480, -6.161)"
2980,"(1480, -6.161)"
3149,"(235, -6.724)"
193,"(193, -7.864)"
1965,"(193, -7.864)"
2025,"(193, -7.864)"
2305,"(193, -7.864)"
907,"(907, -6.281)"
1976,"(907, -6.281)"
2731,"(907, -6.281)"
3143,"(907, -6.281)"
994,"(994, -7.466)"
1677,"(994, -7.466)"
2114,"(994, -7.466)"
2218,"(994, -7.466)"
2413,"(994, -7.466)"
2600,"(994, -7.466)"
2626,"(994, -7.466)"
2721,"(994, -7.466)"
2810,"(994, -7.466)"
441,"(441, -6.89)"
2162,"(441, -6.89)"
2751,"(441, -6.89)"
2940,"(441, -6.89)"
3068,"(441, -6.89)"
3123,"(441, -6.89)"
3130,"(441, -6.89)"
3145,"(441, -6.89)"
348,"(348, -6.426)"
2251,"(348, -6.426)"
2642,"(348, -6.426)"
2957,"(348, -6.426)"
3132,"(348, -6.426)"
3141,"(348, -6.426)"
995,"(995, -5.993)"
2391,"(995, -5.993)"
2881,"(995, -5.993)"
2947,"(995, -5.993)"
500,"(500, -5.697)"
1969,"(500, -5.697)"
2949,"(500, -5.697)"
3022,"(500, -5.697)"
1371,"(1371, -7.119)"
2155,"(1371, -7.119)"
2769,"(1371, -7.119)"
2879,"(1371, -7.119)"
2901,"(1371, -7.119)"
2959,"(1371, -7.119)"
3059,"(1371, -7.119)"
3106,"(1371, -7.119)"
282,"(282, -7.089)"
2161,"(282, -7.089)"
2449,"(282, -7.089)"
2542,"(282, -7.089)"
2673,"(282, -7.089)"
2753,"(282, -7.089)"
607,"(607, -7.135)"
1762,"(607, -7.135)"
2676,"(607, -7.135)"
1451,"(1451, -6.965)"
1710,"(1451, -6.965)"
2001,"(1451, -6.965)"
2698,"(1451, -6.965)"
2852,"(1451, -6.965)"
700,"(700, -7.218)"
1827,"(700, -7.218)"
2146,"(700, -7.218)"
2429,"(700, -7.218)"
136,"(136, -7.165)"
2339,"(136, -7.165)"
2646,"(136, -7.165)"
2825,"(136, -7.165)"
2925,"(136, -7.165)"
2990,"(136, -7.165)"
3107,"(136, -7.165)"
383,"(383, -7.436)"
1712,"(383, -7.436)"
2625,"(383, -7.436)"
2717,"(383, -7.436)"
2806,"(383, -7.436)"
2842,"(383, -7.436)"
2915,"(383, -7.436)"
2948,"(383, -7.436)"
2961,"(383, -7.436)"
3066,"(383, -7.436)"
1555,"(1555, -6.865)"
2173,"(1555, -6.865)"
2411,"(1555, -6.865)"
2556,"(1555, -6.865)"
2621,"(1555, -6.865)"
829,"(829, -6.658)"
2584,"(829, -6.658)"
507,"(507, -7.097)"
2446,"(507, -7.097)"
2937,"(507, -7.097)"
743,"(743, -6.75)"
2425,"(743, -6.75)"
2789,"(743, -6.75)"
1212,"(1212, -5.705)"
1661,"(1212, -5.705)"
2830,"(1212, -5.705)"
311,"(311, -6.242)"
2261,"(311, -6.242)"
2534,"(311, -6.242)"
3040,"(311, -6.242)"
3151,"(311, -6.242)"
3169,"(311, -6.242)"
3174,"(311, -6.242)"
3183,"(311, -6.242)"
235,"(235, -6.724)"
2613,"(235, -6.724)"
2666,"(235, -6.724)"
3042,"(235, -6.724)"
3100,"(235, -6.724)"
1006,"(1006, -6.511)"
1649,"(1006, -6.511)"
2767,"(1006, -6.511)"
2989,"(1006, -6.511)"
650,"(650, -5.85)"
2036,"(650, -5.85)"
2803,"(650, -5.85)"
3019,"(650, -5.85)"
426,"(426, -5.935)"
1941,"(426, -5.935)"
2552,"(426, -5.935)"
3096,"(426, -5.935)"
3118,"(426, -5.935)"
3140,"(426, -5.935)"
1478,"(1478, -6.775)"
2226,"(1478, -6.775)"
2582,"(1478, -6.775)"
237,"(237, -7.659)"
2231,"(237, -7.659)"
2868,"(237, -7.659)"
3080,"(237, -7.659)"
3099,"(237, -7.659)"
3111,"(237, -7.659)"
